,C,A,B,N,M,R,G,H,D
695,2,1,0,1,0,0,0,0,0
696,1,1,0,0,0,0,0,0,0
697,3,0,0,0,0,0,0,0,0
698,2,0,0,2,0,0,0,0,0
699,3,2,1,1,1,0,0,0,0
700,2,0,0,0,0,0,0,0,0
701,1,0,0,1,0,0,0,0,0
702,3,1,0,0,1,0,0,0,0
703,0,1,0,1,0,1,0,0,0
704,1,1,0,0,0,0,0,0,0
705,1,2,0,0,1,0,0,0,0
706,3,0,0,0,0,0,0,0,0
707,4,1,0,1,0,0,0,0,0
708,4,0,1,0,2,1,0,0,0
709,0,0,0,0,1,1,0,0,0
710,4,1,0,0,1,0,0,0,0
711,2,1,0,0,0,0,0,0,0
712,1,0,0,0,1,0,0,0,0
713,4,0,0,3,1,0,0,1,0
714,2,0,0,0,0,1,0,0,0
715,0,0,0,2,0,1,0,0,0
716,0,0,0,1,1,0,0,0,0
717,2,2,0,1,1,0,0,1,0
718,0,0,0,1,0,1,0,0,0
719,2,1,0,0,1,0,1,0,0
720,5,1,0,0,0,0,0,0,0
721,3,0,0,0,0,0,0,0,0
722,0,0,0,1,0,1,0,0,0
723,0,0,0,0,1,1,0,0,0
724,0,0,0,1,0,2,0,0,0
725,5,1,1,1,1,0,1,0,0
726,2,1,1,0,0,0,0,0,0
727,0,0,0,1,1,0,0,0,0
728,3,0,1,1,1,0,0,0,0
729,0,1,0,1,1,0,0,0,0
730,5,1,1,0,0,0,0,0,0
731,0,0,0,0,1,1,0,0,0
732,5,1,0,1,0,0,0,0,0
733,0,0,0,0,1,1,0,0,0
734,5,3,0,0,0,0,0,0,0
735,2,4,0,1,2,0,0,1,0
736,3,1,0,0,0,0,0,0,0
737,4,2,1,0,0,0,0,0,0
738,0,0,0,0,1,1,0,0,0
739,2,1,0,0,0,0,0,0,0
740,4,2,1,1,0,0,0,0,0
741,5,1,0,0,0,0,0,0,0
742,0,1,0,0,0,1,0,0,0
743,2,2,0,3,1,0,0,0,0
744,0,1,0,1,0,0,0,0,0
745,3,2,0,0,0,0,0,0,0
746,0,0,0,1,0,1,0,0,0
747,0,0,0,1,0,1,0,0,0
748,3,1,1,0,0,0,0,0,0
749,3,1,1,0,0,0,0,0,0
750,5,4,0,0,1,0,0,0,0
751,5,1,0,0,0,0,0,0,0
752,0,0,0,0,2,0,0,0,0
753,3,1,0,1,0,0,0,0,0
754,5,2,0,0,0,0,0,0,0
755,1,0,0,0,1,0,0,0,0
756,0,0,0,1,0,1,0,0,0
757,2,1,1,1,0,0,0,0,0
758,0,1,0,1,0,0,0,0,0
759,0,0,1,0,1,0,0,0,0
760,3,0,0,0,0,0,0,0,0
761,1,2,0,0,0,0,0,0,0
762,0,0,0,2,0,0,0,0,0
763,1,2,0,1,1,0,0,0,0
764,4,2,0,0,0,0,0,0,0
765,2,1,0,0,0,0,0,0,0
766,0,0,0,0,1,1,0,0,0
767,3,1,0,1,1,1,0,0,0
768,2,2,0,0,0,0,0,0,0
769,4,0,1,2,0,0,0,0,0
770,0,1,0,0,1,0,0,0,0
771,2,1,0,1,0,1,0,0,0
772,4,2,0,0,0,0,0,0,0
773,4,1,0,1,1,0,0,0,0
774,0,1,0,1,0,0,0,0,0
775,5,3,1,0,0,0,0,0,0
776,0,0,0,1,0,2,0,0,0
777,4,0,0,3,1,0,0,0,0
778,4,0,0,0,0,0,0,0,0
779,2,0,1,0,0,0,0,0,0
780,0,0,0,1,0,1,0,0,0
781,2,0,0,1,0,0,0,0,0
782,4,0,0,1,0,0,0,0,0
783,5,1,0,1,1,0,0,0,0
784,5,1,0,0,1,0,0,0,0
785,5,1,0,1,0,0,0,0,0
786,2,1,0,0,0,0,0,0,0
787,4,0,0,0,0,0,0,0,0
788,2,0,0,0,0,0,0,0,0
789,3,0,0,0,1,0,0,0,0
790,1,0,0,0,1,0,0,0,0
791,0,1,0,0,0,2,0,0,0
792,4,0,0,0,0,0,0,0,0
793,4,0,0,0,0,0,0,0,0
794,5,1,0,0,0,0,0,0,0
795,0,0,0,1,0,1,0,0,0
796,2,1,0,1,0,0,0,0,0
797,0,1,0,0,0,2,0,0,0
798,0,0,0,1,0,1,0,0,0
799,0,0,0,1,0,1,0,0,0
800,2,0,1,0,1,0,0,0,0
801,2,2,0,0,0,0,0,0,0
802,2,0,1,0,0,0,0,0,0
803,2,2,1,3,0,2,0,0,0
804,2,0,1,0,0,0,0,0,0
805,0,1,0,2,1,0,0,0,0
806,2,2,0,0,1,0,0,0,0
807,1,1,0,0,0,0,0,0,0
808,3,2,0,0,1,0,0,0,1
809,6,0,1,1,0,0,0,0,0
810,2,1,1,0,1,0,0,0,0
811,2,0,0,2,0,0,0,0,0
812,1,1,0,1,0,0,0,0,0
813,2,0,0,0,0,0,0,0,0
814,0,3,0,0,0,0,0,0,0
815,0,0,0,2,1,1,0,0,0
816,0,0,1,0,0,1,0,0,0
817,1,2,1,1,0,0,0,0,0
818,2,1,0,0,1,0,0,0,0
819,4,0,1,1,0,1,0,0,0
820,2,0,0,0,0,0,0,0,0
821,0,2,0,0,0,1,0,0,0
822,0,0,0,1,1,0,0,0,0
823,3,2,0,3,0,0,0,0,0
824,6,1,1,1,0,1,0,0,0
825,4,0,1,1,1,0,0,0,0
826,0,1,0,2,0,0,0,0,0
827,4,0,1,0,0,0,0,0,0
828,1,1,1,3,2,0,0,0,0
829,0,2,0,0,0,0,0,0,0
830,0,0,1,1,2,0,0,0,0
831,3,0,1,0,0,0,0,0,0
832,1,1,1,1,1,0,0,0,0
833,4,1,0,1,1,1,0,0,0
834,1,2,0,0,0,0,0,0,0
835,0,0,0,1,1,1,0,0,0
836,3,0,0,1,1,1,0,0,0
837,2,0,0,0,0,1,0,0,0
838,0,0,0,1,2,0,0,0,0
839,1,0,0,3,1,0,0,0,0
840,2,2,0,2,2,1,0,0,0
841,2,1,0,0,0,0,0,0,0
842,1,0,0,0,0,1,0,0,0
843,1,2,0,0,0,0,0,0,0
844,0,2,0,0,0,0,0,0,0
845,0,1,0,0,0,1,0,0,0
846,3,1,0,0,0,0,0,0,0
847,0,0,1,1,0,0,0,0,0
848,4,2,0,1,0,0,0,0,0
849,0,1,0,0,0,1,0,0,0
850,0,0,0,0,1,1,0,0,0
851,0,0,0,2,0,0,0,0,0
852,5,3,0,0,0,0,1,0,0
853,4,0,0,0,0,0,0,0,0
854,6,1,0,1,2,0,0,0,0
855,2,0,1,1,0,0,0,0,0
856,2,1,0,1,0,0,0,0,0
857,3,0,1,1,0,1,0,0,0
858,0,2,0,0,0,0,0,0,0
859,5,0,1,0,0,0,0,0,0
860,3,0,0,0,1,0,0,0,0
861,2,0,0,1,0,0,0,0,0
862,0,0,0,1,1,0,0,0,0
863,0,1,0,0,1,0,0,0,0
864,2,0,0,0,0,0,0,0,0
865,2,2,0,0,0,1,0,0,0
866,0,1,0,1,1,0,0,0,0
867,1,0,1,1,1,0,1,0,0
868,4,0,1,0,1,0,0,0,0
869,0,0,0,1,1,0,0,0,0
870,3,1,0,1,0,0,0,0,0
871,1,0,0,0,0,1,0,0,0
872,1,0,0,0,1,0,0,0,0
873,4,1,0,2,0,0,0,0,0
874,0,0,1,0,0,1,0,0,0
875,0,0,0,1,0,1,0,0,0
876,2,0,0,0,0,0,0,0,0
877,7,1,1,0,0,0,0,1,0
878,2,0,0,0,0,0,0,0,0
879,0,0,0,0,1,1,0,0,0
880,0,1,0,0,1,0,0,0,0
881,3,0,1,0,0,0,0,0,0
882,0,0,0,2,0,0,0,0,0
883,1,0,0,1,1,0,0,0,0
884,2,0,0,0,0,0,0,0,0
885,3,0,0,0,0,0,0,0,0
886,3,0,0,0,0,0,0,0,0
887,0,0,0,1,1,0,0,0,0
888,0,0,0,1,0,1,0,0,0
889,4,1,0,0,0,0,0,0,0
890,2,0,1,3,1,0,0,0,0
891,0,0,0,1,0,1,0,0,0
892,2,1,1,0,2,0,0,0,0
893,0,1,0,1,1,0,0,0,0
894,3,1,0,0,2,0,0,0,0
895,2,1,1,0,0,0,0,0,0
896,1,1,0,0,0,0,0,0,0
897,0,1,0,1,0,0,0,0,0
898,0,1,0,0,1,0,0,0,0
899,2,1,0,0,0,0,0,0,0
900,0,0,0,0,0,2,0,0,0
901,5,2,0,1,0,0,0,0,0
902,1,1,0,2,0,0,0,0,0
903,2,0,0,1,1,0,0,0,0
904,0,1,0,0,1,0,0,0,0
905,3,0,0,0,1,0,0,0,0
906,3,1,0,0,0,0,0,0,0
907,0,1,0,0,0,1,0,0,0
908,1,1,0,0,0,0,0,0,0
909,0,0,0,0,2,0,0,0,0
910,1,1,1,0,0,1,0,0,0
911,2,0,0,0,0,0,0,0,0
912,1,2,0,1,1,2,0,0,0
913,1,0,1,0,0,0,0,0,0
914,2,3,0,1,2,0,0,0,0
915,0,0,1,1,0,1,0,0,0
916,1,1,0,0,0,0,0,0,0
917,2,1,0,1,0,0,0,0,0
918,5,2,1,1,0,0,0,0,0
919,2,2,0,0,0,0,0,0,0
920,4,0,0,0,0,0,0,0,0
921,0,2,0,0,0,0,0,0,0
922,3,1,0,1,1,0,0,0,0
923,0,0,0,1,2,0,0,0,0
924,1,1,0,0,0,0,0,0,0
925,4,2,0,2,1,0,0,0,0
926,2,2,0,0,1,1,0,0,0
927,1,0,0,0,0,0,0,1,0
928,0,1,0,0,0,1,0,0,0
929,3,0,1,0,1,0,0,0,0
930,0,0,0,0,0,2,0,0,0
931,3,1,1,0,0,0,0,0,0
932,6,2,1,0,1,0,0,0,0
933,1,1,0,0,0,0,0,0,0
934,2,1,0,0,0,0,0,0,0
935,2,2,0,0,0,0,0,0,0
936,3,0,0,0,0,0,0,0,0
937,0,1,0,0,0,1,0,0,0
938,0,0,0,0,1,2,0,0,0
939,3,1,0,1,0,0,0,0,0
940,1,0,0,1,0,0,0,1,0
941,0,0,0,2,0,2,0,0,0
942,0,1,0,0,1,2,0,0,0
943,2,2,0,1,0,0,0,0,0
944,0,1,0,1,1,0,0,0,0
945,2,0,1,0,0,0,0,0,0
946,2,0,0,1,0,0,0,0,0
947,2,2,0,0,0,0,0,1,0
948,3,1,1,0,0,0,0,0,0
949,6,1,0,0,1,1,0,0,0
950,2,0,0,1,0,0,1,0,0
951,0,1,0,0,0,1,0,0,0
952,2,0,1,1,0,0,0,0,0
953,0,1,1,0,0,0,0,0,0
954,2,2,0,0,0,0,0,0,0
955,1,0,1,1,0,0,0,0,0
956,2,1,1,3,2,1,0,0,0
957,4,1,1,1,1,0,0,0,0
958,0,2,0,0,0,0,0,0,0
959,2,0,0,1,1,0,0,0,0
960,2,0,0,3,0,0,0,0,0
961,4,1,1,0,0,0,0,0,0
962,4,1,0,0,0,1,0,0,0
963,3,2,1,1,0,0,0,0,0
964,4,2,0,0,0,0,1,0,0
965,4,0,0,2,0,0,0,0,0
966,3,0,0,1,0,0,0,0,0
967,0,1,0,0,1,0,0,0,0
968,2,1,0,0,0,0,0,0,0
969,4,1,0,1,0,0,0,0,0
970,0,0,0,1,0,2,0,0,0
971,2,0,0,0,0,0,0,0,0
972,2,1,0,0,0,0,0,0,0
973,0,1,0,0,0,1,0,0,0
974,0,1,0,1,0,0,0,0,0
975,1,0,1,0,0,0,0,0,0
976,6,3,1,0,0,0,0,0,0
977,2,2,0,0,0,0,0,0,0
978,4,0,0,0,0,0,1,0,0
979,0,0,0,0,1,1,0,0,0
980,0,0,0,2,0,0,0,0,0
981,3,1,1,1,0,0,0,0,0
982,2,2,1,0,0,0,0,0,0
983,0,1,1,0,0,0,0,0,0
984,3,0,0,1,0,0,0,0,0
985,4,1,0,0,1,0,0,0,0
986,3,0,1,0,0,0,0,0,0
987,1,1,0,1,0,1,0,0,0
988,3,1,1,0,0,0,0,0,0
989,0,0,0,1,1,0,0,0,0
990,1,2,0,0,0,0,0,0,0
991,0,0,0,1,1,0,0,0,0
992,1,1,0,0,0,0,0,0,0
993,3,0,0,0,0,0,0,0,0
994,6,1,0,1,0,0,0,0,0
995,1,0,0,1,1,2,0,1,0
996,1,1,0,0,0,0,0,0,0
997,3,0,1,0,0,0,0,0,0
998,4,2,0,2,2,0,0,0,0
999,0,4,0,1,1,0,0,0,0
1000,5,3,1,1,0,0,0,0,0
1001,2,0,0,0,0,0,0,0,0
1002,1,1,1,0,0,1,0,0,1
1003,4,0,0,1,0,2,0,1,0
1004,5,3,1,0,0,0,0,0,0
1005,3,1,0,0,1,0,0,0,0
1006,4,0,0,0,0,0,0,0,0
1007,3,4,2,1,0,0,0,0,0
1008,0,0,0,2,0,0,0,0,0
1009,5,1,0,1,1,0,0,0,0
1010,0,0,0,2,0,0,0,0,0
1011,3,1,0,0,1,0,0,0,0
1012,4,2,0,1,1,1,0,1,0
1013,3,2,2,0,0,0,0,0,0
1014,3,1,1,1,0,0,0,0,0
1015,2,4,0,0,0,0,0,0,0
1016,3,2,1,3,0,0,1,0,0
1017,5,0,0,0,0,0,0,0,0
1018,2,0,0,0,0,0,0,0,0
1019,4,2,1,0,1,0,0,0,0
1020,5,1,0,2,0,0,0,0,0
1021,0,0,0,1,1,0,0,0,0
1022,0,2,0,0,0,1,0,0,0
1023,3,0,1,0,0,0,0,0,0
1024,6,0,0,0,0,0,1,0,0
1025,5,0,0,0,1,0,0,0,0
1026,0,0,0,2,1,0,0,0,0
1027,3,0,0,0,0,0,0,0,0
1028,5,1,0,0,0,0,0,0,0
1029,2,1,1,0,0,1,0,0,0
1030,0,1,0,0,0,1,0,0,0
1031,0,1,0,1,0,0,0,0,0
1032,1,2,0,0,0,0,0,0,1
1033,1,1,0,1,0,0,0,0,0
1034,2,0,0,0,0,1,0,0,0
1035,4,2,1,1,1,0,0,0,0
1036,0,0,0,0,0,2,0,0,0
1037,3,0,1,0,0,0,0,0,0
1038,4,1,1,0,0,0,0,0,0
1039,1,1,0,0,0,0,0,0,0
1040,4,2,0,1,0,0,0,0,0
1041,0,1,0,0,0,1,0,0,0
1042,0,0,0,0,1,2,0,0,0
1043,0,0,0,2,0,0,0,0,0
1044,1,0,0,0,0,1,0,0,0
1045,1,1,1,0,0,1,0,0,0
1046,4,0,1,0,0,0,0,0,0
1047,3,3,1,0,1,0,0,0,0
1048,2,1,1,0,0,0,0,0,0
1049,5,1,1,0,0,0,0,0,0
1050,3,0,1,0,0,0,0,0,0
1051,2,0,1,2,2,0,0,0,0
1052,3,0,1,1,1,1,0,0,0
1053,2,1,0,2,1,0,0,0,0
1054,1,0,0,2,0,0,0,0,0
1055,2,1,0,0,0,0,0,0,0
1056,4,2,0,1,1,1,0,0,0
1057,2,1,0,3,2,0,0,0,0
1058,3,0,0,0,1,0,0,0,0
1059,5,0,0,0,1,0,0,0,0
1060,4,0,1,1,1,0,0,0,0
1061,2,0,0,1,0,0,0,0,0
1062,1,0,0,1,0,0,0,0,0
1063,5,0,1,1,0,0,0,0,0
1064,3,0,0,0,0,0,0,0,0
1065,6,0,1,0,1,0,0,0,0
1066,1,1,1,1,0,0,0,0,0
1067,4,2,0,0,0,0,0,0,0
1068,3,3,0,0,0,0,0,1,0
1069,1,2,0,0,0,0,0,0,0
1070,3,0,0,0,0,0,1,0,0
1071,2,2,0,0,0,0,0,0,0
1072,2,2,1,2,2,1,0,0,0
1073,1,0,0,0,1,1,0,0,0
1074,0,0,0,0,0,2,0,0,0
1075,3,1,0,0,2,1,0,0,0
1076,4,3,1,1,0,0,0,0,0
1077,5,0,0,0,0,0,0,0,0
1078,2,2,0,2,0,0,0,0,0
1079,3,1,0,0,0,0,0,0,0
1080,0,2,0,0,0,0,0,0,0
1081,3,1,0,0,0,1,1,0,0
1082,2,0,0,0,1,0,0,0,0
1083,0,0,0,1,0,1,0,0,0
1084,3,0,0,1,1,0,0,0,0
1085,1,0,1,0,0,0,0,0,0
1086,4,1,0,1,0,1,0,0,0
1087,1,0,0,1,0,0,0,0,1
1088,1,1,0,0,0,0,0,0,0
1089,0,3,0,0,0,1,0,0,0
1090,2,1,0,0,1,0,0,1,0
1091,5,0,1,2,0,0,0,0,0
1092,4,1,0,0,0,0,0,0,0
1093,3,0,0,0,1,0,0,0,0
1094,0,2,1,1,0,0,1,0,0
1095,0,1,0,0,1,2,0,0,0
1096,1,0,0,0,1,0,0,0,0
1097,1,1,0,0,0,0,0,0,0
1098,3,1,1,0,0,0,0,0,0
1099,2,1,0,0,0,0,0,0,0
1100,6,1,1,0,0,0,1,1,0
1101,4,1,1,1,2,0,0,0,0
1102,3,0,0,0,0,0,0,0,0
1103,0,0,0,1,0,1,0,0,0
1104,4,0,0,2,0,2,0,0,0
1105,5,3,0,0,0,0,0,0,0
1106,4,2,0,1,1,0,0,0,0
1107,3,1,0,0,0,0,0,0,0
1108,3,1,1,0,0,0,0,0,0
1109,2,2,0,0,0,0,0,0,0
1110,3,1,0,0,1,0,0,0,0
1111,0,1,0,0,1,0,0,0,0
1112,3,1,0,0,0,0,0,0,0
1113,1,1,0,0,0,0,0,1,0
1114,3,0,1,0,0,0,0,0,0
1115,3,0,1,1,0,0,0,0,0
1116,0,0,0,1,1,1,0,0,0
1117,4,1,0,0,0,0,0,0,1
1118,5,0,0,0,0,0,0,0,0
1119,3,3,0,0,1,0,0,0,0
1120,4,1,1,1,1,1,0,0,0
1121,0,1,0,0,0,1,0,0,0
1122,0,1,0,0,1,0,0,0,0
1123,5,0,0,0,0,0,0,0,0
1124,0,1,1,0,0,0,0,0,0
1125,0,0,0,2,0,0,0,0,0
1126,1,0,0,0,2,0,0,0,0
1127,3,0,1,2,1,0,0,1,0
1128,1,0,0,1,0,0,0,0,0
1129,1,1,0,0,0,0,0,0,0
1130,1,0,0,0,0,1,0,0,0
1131,1,0,0,1,0,0,0,0,0
1132,2,1,0,2,0,0,0,0,0
1133,3,1,0,1,0,0,0,0,0
1134,5,1,0,0,0,0,0,0,0
1135,2,0,1,2,0,0,0,0,0
1136,0,0,1,0,1,0,0,0,0
1137,0,1,0,1,0,0,0,0,0
1138,0,1,0,1,1,0,0,0,0
1139,1,1,0,0,0,0,0,1,0
1140,4,1,0,0,0,0,0,1,0
1141,0,2,0,0,0,0,0,0,0
1142,0,0,0,0,1,1,0,0,0
1143,4,0,1,0,0,0,0,0,0
1144,2,0,0,0,0,0,0,0,0
1145,3,2,0,0,0,0,0,0,0
1146,2,1,0,1,0,1,0,0,0
1147,5,0,0,1,0,0,0,0,0
1148,1,1,0,0,0,0,0,0,0
1149,0,0,0,1,1,0,0,0,0
1150,1,2,0,0,0,0,0,0,0
1151,3,0,0,0,0,2,0,0,0
1152,4,2,0,2,1,0,0,0,0
1153,2,1,0,0,0,0,1,0,0
1154,4,1,1,0,0,0,0,0,0
1155,3,0,0,0,0,0,0,0,0
1156,0,1,0,0,0,0,0,1,0
1157,3,1,1,0,0,0,0,0,0
1158,2,0,0,0,0,0,0,0,0
1159,1,0,0,1,1,0,0,0,0
1160,1,0,0,1,0,0,0,0,0
1161,1,2,0,0,1,0,0,0,0
1162,3,1,0,0,0,0,0,0,0
1163,0,1,0,0,1,0,0,0,0
1164,2,0,2,1,1,0,0,0,0
1165,1,0,0,1,0,0,0,0,0
1166,3,1,0,0,0,0,0,0,0
1167,1,2,0,0,0,0,0,0,0
1168,0,1,0,0,1,2,0,1,0
1169,5,1,0,0,0,0,0,0,0
1170,0,0,0,1,2,0,0,0,0
1171,0,0,0,0,1,1,0,0,0
1172,3,0,0,0,0,0,0,0,0
1173,2,0,0,0,0,0,0,0,0
1174,0,0,0,0,0,2,0,0,0
1175,2,0,1,0,1,1,0,0,0
1176,1,0,0,0,1,0,0,0,0
1177,0,0,0,1,1,0,0,0,0
1178,2,1,0,0,0,1,0,0,0
1179,0,2,0,0,0,0,0,0,0
1180,1,1,0,0,0,0,0,0,0
1181,4,0,0,1,0,1,0,0,0
1182,1,1,0,0,0,0,0,0,0
1183,2,0,1,1,0,0,0,0,0
1184,3,1,0,2,0,0,0,0,0
1185,5,3,1,0,1,0,0,0,0
1186,1,0,1,1,0,1,0,0,0
1187,2,0,0,0,0,0,0,0,0
1188,1,0,0,1,0,0,0,0,0
1189,3,0,0,1,0,1,0,0,0
1190,0,2,0,0,1,0,0,0,0
1191,1,1,1,0,0,0,1,0,0
1192,4,1,1,0,1,0,0,0,0
1193,6,2,0,1,0,0,0,0,0
1194,7,1,0,0,1,1,0,0,0
1195,1,1,0,0,0,0,0,0,0
1196,5,0,1,0,0,0,0,0,0
1197,0,0,0,2,0,0,0,0,0
1198,2,0,0,0,0,0,0,0,0
1199,3,1,0,0,2,0,0,0,0
1200,4,1,0,0,1,0,0,0,0
1201,2,1,0,0,1,0,0,0,0
1202,4,3,0,0,1,0,1,0,0
1203,3,0,0,0,0,0,0,0,0
1204,3,3,1,1,1,0,0,1,0
1205,4,0,0,0,0,0,0,0,0
1206,3,0,0,1,0,0,0,0,0
1207,2,2,0,0,0,0,0,0,0
1208,0,0,0,1,0,1,0,0,0
1209,2,2,0,1,2,0,0,0,0
1210,0,2,0,0,0,0,0,0,0
1211,2,0,0,0,0,0,0,0,0
1212,1,0,1,0,0,0,0,0,0
1213,1,0,0,0,0,1,0,0,0
1214,0,0,0,0,1,0,1,0,0
1215,0,1,0,1,1,0,0,0,0
1216,3,0,1,0,0,0,1,0,0
1217,2,2,0,0,0,0,0,0,0
1218,1,0,0,1,0,0,0,1,0
1219,0,0,0,2,1,0,0,0,0
1220,1,1,0,0,0,0,0,0,0
1221,2,1,1,0,0,0,0,0,0
1222,0,1,0,0,0,1,0,0,0
1223,4,1,0,0,1,0,0,0,0
1224,4,2,0,0,1,0,1,0,0
1225,4,1,0,0,1,0,0,0,0
1226,4,0,0,0,0,0,0,0,0
1227,4,1,1,0,0,0,0,0,0
1228,0,1,0,0,1,0,0,0,0
1229,1,2,0,0,0,0,0,0,0
1230,0,0,0,2,0,0,0,0,0
1231,4,2,0,0,1,0,0,0,0
1232,4,1,0,0,1,0,0,0,0
1233,3,2,1,1,0,2,0,0,0
1234,4,1,0,0,0,0,0,0,0
1235,0,1,0,0,1,0,0,0,0
1236,0,0,1,0,0,1,0,0,0
1237,0,1,0,0,1,0,0,0,1
1238,2,0,1,1,0,0,1,0,0
1239,3,3,0,0,0,0,0,0,0
1240,4,1,1,2,0,0,0,0,0
1241,5,1,1,1,1,0,0,0,0
1242,2,0,0,0,0,0,0,0,0
1243,2,1,0,0,0,0,0,0,0
1244,3,0,0,0,0,0,0,0,0
1245,1,2,1,0,0,0,0,0,0
1246,3,1,0,1,1,0,0,0,0
1247,3,0,0,0,0,1,0,0,0
1248,1,2,0,0,0,0,0,0,0
1249,3,0,0,1,0,0,0,0,0
1250,2,0,0,1,0,0,0,0,0
1251,0,0,0,0,2,0,0,0,0
1252,4,1,0,0,0,0,0,0,0
1253,5,2,1,0,1,0,0,0,0
1254,1,1,0,0,0,0,0,0,0
1255,4,1,0,2,1,0,0,0,0
1256,0,2,0,1,0,0,0,0,1
1257,0,0,0,1,0,1,0,0,0
1258,1,1,0,0,0,0,0,0,0
1259,3,0,1,0,0,0,0,0,0
1260,3,0,0,0,1,0,0,0,0
1261,3,1,0,0,2,0,0,0,0
1262,1,0,0,1,0,0,0,0,0
1263,0,0,1,1,0,0,0,0,0
1264,3,1,0,1,1,0,0,0,0
1265,5,2,1,1,0,0,0,0,0
1266,0,0,0,1,1,1,0,0,0
1267,0,0,0,0,0,2,0,0,0
1268,3,1,0,0,0,1,0,0,0
1269,0,1,0,0,0,1,0,0,0
1270,4,1,0,0,0,0,1,0,0
1271,2,0,0,0,0,0,0,0,0
1272,3,1,2,0,0,0,0,0,0
1273,0,0,1,3,0,0,0,0,0
1274,1,0,1,0,0,0,0,0,0
1275,0,0,0,2,1,1,0,0,0
1276,5,1,1,1,0,0,0,0,0
1277,4,0,0,0,0,1,0,0,0
1278,4,0,1,0,0,0,0,0,0
1279,0,2,0,0,0,0,0,0,0
1280,4,2,0,2,0,0,0,0,0
1281,3,0,0,0,0,0,0,0,0
1282,1,1,0,0,0,1,0,0,0
1283,2,0,0,0,0,0,0,0,0
1284,4,2,1,1,1,0,0,0,0
1285,3,1,1,0,0,0,0,0,0
1286,0,0,0,0,0,2,0,0,0
1287,4,2,0,1,0,1,0,1,0
1288,0,3,0,0,0,0,0,0,0
1289,3,0,0,0,0,0,0,0,0
1290,2,2,0,0,1,0,0,0,0
1291,1,0,1,0,0,0,0,0,0
1292,2,1,0,1,0,0,0,0,0
1293,0,0,0,2,1,0,0,0,0
1294,0,1,0,1,0,0,0,0,0
1295,1,1,0,0,0,0,0,0,0
1296,0,0,0,0,0,1,0,0,1
1297,1,1,0,0,0,0,0,0,0
1298,4,0,0,1,0,0,0,0,1
1299,3,0,0,0,0,0,0,0,0
1300,0,1,0,0,1,0,0,0,0
1301,0,0,0,1,0,1,0,0,0
1302,2,1,0,0,0,0,0,0,0
1303,0,0,0,0,1,1,0,0,0
1304,0,1,0,0,1,0,0,0,0
1305,5,1,0,0,0,0,0,0,0
1306,0,0,0,1,0,0,0,0,1
1307,0,1,0,0,0,1,0,0,0
1308,4,0,0,1,0,0,0,0,0
1309,0,1,1,0,0,0,0,0,0
1310,3,1,0,0,0,0,0,0,0
1311,4,0,1,0,1,0,0,0,0
1312,0,2,0,0,0,0,0,0,0
1313,1,0,0,0,1,0,0,0,0
1314,0,0,1,0,0,1,0,0,0
1315,1,1,0,0,1,0,0,0,0
1316,3,2,0,0,0,0,0,0,0
1317,0,3,0,0,0,0,0,0,0
1318,0,0,0,0,2,0,0,0,0
1319,0,0,0,0,2,0,0,0,0
1320,0,2,0,0,0,0,0,0,1
1321,0,1,0,0,1,0,0,0,0
1322,1,1,0,0,0,0,0,1,0
1323,0,0,0,0,1,1,0,0,0
1324,1,2,0,3,2,0,0,0,0
1325,0,0,0,0,1,1,0,0,0
1326,4,2,1,0,1,0,0,0,0
1327,5,0,0,0,0,0,0,0,0
1328,0,0,0,1,1,0,0,0,0
1329,3,1,1,1,1,0,0,0,0
1330,5,0,2,0,1,1,0,1,0
1331,3,0,0,0,0,0,0,0,0
1332,3,1,0,1,1,1,0,0,0
1333,6,3,0,0,1,0,0,0,0
1334,3,2,1,0,0,0,0,0,0
1335,3,3,1,1,0,0,0,0,0
1336,5,1,0,0,1,0,0,0,0
1337,5,1,0,2,0,0,0,0,0
1338,3,0,0,0,1,0,0,0,0
1339,0,0,1,0,0,1,0,0,0
1340,5,2,1,1,0,0,0,0,0
1341,2,0,1,0,0,0,0,0,0
1342,0,0,0,1,0,1,0,0,0
1343,0,1,0,1,0,0,0,0,0
1344,3,0,1,0,0,0,0,0,0
1345,5,1,0,0,1,0,0,0,0
1346,2,0,0,0,0,0,0,1,0
1347,2,1,1,0,0,0,0,0,0
1348,0,0,0,0,1,2,0,0,0
1349,0,0,0,1,1,0,0,0,0
1350,2,1,0,2,0,0,0,0,0
1351,5,1,1,0,0,0,0,1,0
1352,0,0,0,0,1,1,0,0,0
1353,2,1,0,1,0,0,0,0,0
1354,3,1,1,0,0,0,0,0,0
1355,3,0,0,1,0,0,0,0,0
1356,0,0,0,1,0,2,0,0,0
1357,5,2,0,1,0,1,0,0,0
1358,1,0,1,3,0,0,0,0,0
1359,1,1,1,0,0,0,0,0,0
1360,3,0,0,0,0,0,0,0,0
1361,2,0,0,0,0,0,0,0,0
1362,0,0,0,2,0,0,0,0,0
1363,2,3,1,1,1,0,0,0,0
1364,4,1,1,2,1,0,0,0,0
1365,2,0,0,0,0,2,0,0,0
1366,4,0,1,0,0,0,0,0,0
1367,1,2,0,0,0,0,0,0,0
1368,3,1,0,0,0,0,0,0,0
1369,2,0,1,1,0,0,0,0,0
1370,6,4,0,0,0,0,0,0,0
1371,2,2,0,0,1,0,0,0,0
1372,3,2,1,0,0,0,0,0,0
1373,2,2,0,0,0,0,0,1,0
1374,1,1,0,1,2,0,0,0,0
